age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,income_qcut,income_level,spending_qcut,spending_score_level,purchase_frequency_qcut,purchase_frequency_level,membership_years_qcut,membership_years_level,last_purchase_amount_qcut,last_purchase_amount_qcut_level,score_final,score_final_qcut,score_final_qcut_level
24,Male,68172,6.0,1.0,28.0,Clothing,445.3,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
33,Male,127302,43.0,1.0,40.0,Groceries,785.52,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
46,Other,91845,35.0,8.0,49.0,Electronics,537.23,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
35,Male,83547,27.0,7.0,40.0,Unknown,570.08,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
27,Female,78001,50.0,5.0,17.0,Home & Garden,492.3200423280423,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
53,Other,76842,73.0,6.0,35.0,Home & Garden,701.61,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
19,Male,68304,9.0,10.0,28.0,Sports,864.57,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
56,Other,145028,2.0,10.0,32.0,Home & Garden,849.56,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
53,Female,58486,87.0,8.0,23.0,Home & Garden,409.35,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
50,Other,143612,71.0,9.0,28.0,Groceries,372.69,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(232.75, 492.32]",2,16,"(13.0, 20.0]",ouro
37,Female,115734,87.0,2.0,50.0,Groceries,646.4,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
69,Male,129445,32.0,3.0,6.0,Home & Garden,42.19,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
46,Other,58692,2.0,9.0,22.0,Unknown,230.66,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
52,Other,73723,69.0,5.46,19.0,Sports,321.92,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
41,Other,37547,72.0,3.0,24.0,Groceries,897.46,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
26,Female,34901,31.0,7.0,9.0,Groceries,667.8,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
69,Male,85068,54.0,6.0,24.0,Sports,846.68,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
38,Female,81244,57.0,5.0,3.0,Home & Garden,301.59,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
30,Female,121358,16.0,5.46,2.0,Electronics,122.7,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
48,Unknown,111795,41.0,9.0,17.0,Groceries,116.19,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
44,Other,88975,58.0,6.0,24.0,Sports,921.21,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
34,Male,43316,72.0,7.0,13.0,Electronics,492.3200423280423,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
44,Male,112949,33.0,8.0,40.0,Home & Garden,424.07,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
28,Male,136418,17.0,5.0,17.0,Home & Garden,765.53,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
43,Female,76811,26.0,1.0,33.0,Home & Garden,836.5,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
69,Other,81964,22.0,1.0,3.0,Home & Garden,839.2,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
43,Female,85487,71.0,7.0,26.51413612565445,Sports,625.26,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
38,Male,101111,54.931650893796004,8.0,35.0,Clothing,738.01,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
41,Female,68147,75.0,2.0,33.0,Groceries,553.35,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
30,Other,42089,54.931650893796004,3.0,3.0,Home & Garden,492.3200423280423,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,7,"(5.999, 11.0]",bronze
44,Female,106629,54.931650893796004,7.0,9.0,Groceries,443.22,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
57,Male,98928,80.0,3.0,33.0,Electronics,934.98,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
43,Male,90687,9.0,5.46,24.0,Sports,531.25,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
58,Female,68764,96.0,6.0,31.0,Groceries,723.66,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
40,Male,125996,64.0,6.0,15.0,Clothing,583.95,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
33,Female,96916,23.0,6.0,12.0,Sports,373.49,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
50,Other,149578,28.0,2.0,39.0,Home & Garden,839.34,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
44,Male,140638,62.0,10.0,18.0,Home & Garden,78.52,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
45,Female,57615,30.0,5.0,15.0,Electronics,998.09,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
60,Other,98053,97.0,8.0,9.0,Unknown,793.84,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
22,Male,134801,47.0,1.0,49.0,Groceries,292.92,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
60,Other,111784,31.0,1.0,14.0,Clothing,492.3200423280423,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
56,Female,86142,87.0,7.0,8.0,Sports,291.96,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
48,Female,126398,19.0,1.0,18.0,Unknown,311.08,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
51,Other,59566,25.0,5.0,22.0,Groceries,847.03,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
64,Female,63123,88.0,1.0,16.0,Groceries,330.95,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
22,Other,120644,75.0,1.0,4.0,Clothing,456.11,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
27,Female,40595,84.0,6.0,15.0,Groceries,268.76,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
18,Male,30102,35.0,2.0,6.0,Sports,739.27,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
45,Other,135627,67.0,2.0,46.0,Groceries,524.16,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
19,Female,90561,54.931650893796004,10.0,23.0,Unknown,866.23,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
67,Male,115470,56.0,4.0,6.0,Clothing,151.74,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
22,Male,62752,2.0,10.0,22.0,Electronics,469.36,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
22,Male,98053,3.0,7.0,26.51413612565445,Electronics,737.44,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
21,Unknown,145884,54.931650893796004,4.0,25.0,Unknown,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
20,Male,79899,64.0,7.0,46.0,Clothing,129.9,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
42,Other,77292,73.0,5.46,43.0,Groceries,787.66,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
41,Male,92371,54.931650893796004,10.0,26.51413612565445,Electronics,594.96,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
57,Unknown,106632,26.0,1.0,17.0,Groceries,610.98,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
22,Unknown,48068,57.0,2.0,24.0,Electronics,683.02,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
68,Other,35122,72.0,6.0,33.0,Sports,983.84,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
51,Other,83467,83.0,1.0,19.0,Clothing,30.88,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
49,Female,61376,47.0,5.0,16.0,Home & Garden,241.25,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
57,Other,112212,6.0,6.0,44.0,Home & Garden,312.64,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
57,Female,128481,86.0,10.0,40.0,Home & Garden,727.15,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(492.32, 736.37]",3,19,"(13.0, 20.0]",ouro
63,Male,33546,18.0,9.0,31.0,Sports,191.8,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
42,Female,127546,54.0,1.0,26.51413612565445,Clothing,484.72,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
35,Male,121037,54.931650893796004,1.0,28.0,Groceries,304.08,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
25,Female,98053,99.0,10.0,32.0,Unknown,472.4,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(232.75, 492.32]",2,16,"(13.0, 20.0]",ouro
60,Other,120195,54.931650893796004,9.0,26.51413612565445,Unknown,600.21,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
51,Female,127950,27.0,3.0,45.0,Home & Garden,492.3200423280423,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
45,Female,51646,61.0,5.0,41.0,Home & Garden,246.41,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
51,Male,80995,68.0,5.46,26.51413612565445,Sports,863.54,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
59,Other,97355,63.0,2.0,22.0,Groceries,329.18,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
47,Female,133264,93.0,2.0,21.0,Groceries,11.01,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
61,Male,49557,54.931650893796004,6.0,12.0,Clothing,678.13,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
44,Other,97909,100.0,1.0,5.0,Home & Garden,439.63,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
50,Female,59695,70.0,5.0,6.0,Clothing,241.99,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
58,Other,149723,70.0,9.0,23.0,Electronics,374.59,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,15,"(13.0, 20.0]",ouro
26,Other,113532,70.0,7.0,28.0,Sports,679.69,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
60,Male,98882,38.0,2.0,28.0,Groceries,940.14,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
29,Male,149973,2.0,2.0,19.0,Groceries,437.1,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
33,Other,146269,92.0,6.0,10.0,Sports,486.86,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
60,Other,73059,77.0,3.0,31.0,Clothing,581.15,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
22,Other,87909,19.0,7.0,39.0,Sports,20.52,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
66,Other,40932,5.0,1.0,48.0,Sports,546.06,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
24,Female,60763,92.0,5.0,29.0,Home & Garden,320.7,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
63,Other,98053,25.0,8.0,40.0,Sports,758.1,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
27,Male,128640,3.0,5.0,2.0,Home & Garden,140.52,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
53,Male,137307,34.0,1.0,26.0,Sports,952.12,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
32,Male,81701,96.0,9.0,49.0,Electronics,77.45,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,15,"(13.0, 20.0]",ouro
64,Other,82140,57.0,3.0,7.0,Home & Garden,97.97,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
48,Male,134463,32.0,2.0,7.0,Electronics,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
52,Female,41544,1.0,10.0,46.0,Home & Garden,720.52,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
57,Female,135440,46.0,8.0,3.0,Home & Garden,442.46,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
55,Female,72193,39.0,2.0,6.0,Home & Garden,492.3200423280423,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,8,"(5.999, 11.0]",bronze
33,Other,106771,23.0,7.0,3.0,Sports,609.8,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
64,Female,122557,87.0,2.0,5.0,Groceries,344.59,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
64,Male,139658,77.0,6.0,26.0,Sports,71.97,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
25,Male,130604,100.0,5.46,41.0,Electronics,355.45,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,16,"(13.0, 20.0]",ouro
62,Other,113706,54.931650893796004,1.0,13.0,Home & Garden,427.68,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
59,Other,141567,27.0,8.0,30.0,Sports,95.96,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
27,Female,89618,54.931650893796004,8.0,12.0,Groceries,831.05,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
55,Other,45562,68.0,3.0,30.0,Groceries,628.34,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
66,Female,55154,93.0,3.0,26.51413612565445,Electronics,684.88,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
54,Male,69676,9.0,7.0,30.0,Clothing,492.3200423280423,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
38,Unknown,45551,100.0,10.0,22.0,Electronics,99.63,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
55,Male,109314,72.0,10.0,47.0,Electronics,438.97,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,16,"(13.0, 20.0]",ouro
18,Other,69502,83.0,6.0,32.0,Sports,236.83,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
26,Male,131020,23.0,7.0,22.0,Groceries,844.88,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
49,Other,98053,83.0,4.0,38.0,Electronics,564.48,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
36,Female,45458,74.0,6.0,19.0,Groceries,135.23,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
28,Other,57107,82.0,5.0,2.0,Home & Garden,271.17,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
60,Other,98053,84.0,7.0,28.0,Electronics,678.42,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
